NAME_1,NAME_2,MU_GLOBAL,SAND_TOP,CLAY_TOP,SILT_TOP
Maharashtra,Akola,3861.0,14.2,32.45,17.05
Maharashtra,Amravati,3861.0,14.2,32.45,17.05
Maharashtra,Aurangabad,3861.0,14.2,32.45,17.05
Maharashtra,Bhandara,3861.0,14.2,32.45,17.05
Maharashtra,Bid,3861.0,14.2,32.45,17.05
Maharashtra,Buldana,3861.0,14.2,32.45,17.05
Maharashtra,Chandrapur,3866.0,21.0,53.1,25.9
Maharashtra,Dhule,3861.0,14.2,32.45,17.05
Maharashtra,Garhchiroli,3714.0,30.366666666666667,18.066666666666666,15.266666666666667
Maharashtra,Gondiya,3861.0,14.2,32.45,17.05
Maharashtra,Hingoli,3861.0,14.2,32.45,17.05
Maharashtra,Jalgaon,3861.0,14.2,32.45,17.05
Maharashtra,Jalna,3861.0,14.2,32.45,17.05
Maharashtra,Kolhapur,3656.0,25.95,23.85,13.9
Maharashtra,Latur,3861.0,14.2,32.45,17.05
Maharashtra,Mumbai City,3756.0,40.38,30.05,29.57
Maharashtra,Mumbai Suburban,3756.0,40.38,30.05,29.57
Maharashtra,Nagpur,3861.0,14.2,32.45,17.05
Maharashtra,Nanded,3861.0,14.2,32.45,17.05
Maharashtra,Nandurbar,3697.0,26.29,30.79,21.14
Maharashtra,Nashik,3861.0,14.2,32.45,17.05
Maharashtra,Osmanabad,3861.0,14.2,32.45,17.05
Maharashtra,Palghar,6669.0,40.18333333333333,39.35,20.466666666666665
Maharashtra,Parbhani,3861.0,14.2,32.45,17.05
Maharashtra,Pune,3711.0,27.95,25.4875,19.3375
Maharashtra,Raigarh,6669.0,40.18333333333333,39.35,20.466666666666665
Maharashtra,Ratnagiri,3818.0,30.525,27.5625,14.6875
Maharashtra,Sangli,3861.0,14.2,32.45,17.05
Maharashtra,Satara,3820.0,37.725,39.55,22.725
Maharashtra,Sindhudurg,3818.0,30.525,27.5625,14.6875
Maharashtra,Solapur,3861.0,14.2,32.45,17.05
Maharashtra,Thane,6669.0,40.18333333333333,39.35,20.466666666666665
Maharashtra,Wardha,3861.0,14.2,32.45,17.05
Maharashtra,Washim,3861.0,14.2,32.45,17.05
Maharashtra,Yavatmal,3861.0,14.2,32.45,17.05
Manipur,Bishnupur,4331.0,44.766666666666666,32.9,22.333333333333332
Manipur,Chandel,4301.0,18.9375,19.0,10.6375
Manipur,Churachandpur,4301.0,18.9375,19.0,10.6375
Manipur,Imphal East,4276.0,23.8125,30.45,18.5125
Manipur,Imphal West,4276.0,23.8125,30.45,18.5125
Manipur,Senapati,4276.0,23.8125,30.45,18.5125
Manipur,Tamenglong,4301.0,18.9375,19.0,10.6375
Manipur,Thoubal,4276.0,23.8125,30.45,18.5125
Manipur,Ukhrul,4301.0,18.9375,19.0,10.6375
Meghalaya,East Garo Hills,3814.0,33.425,43.825,22.75
Meghalaya,East Khasi Hills,3649.0,40.833333333333336,29.433333333333334,29.733333333333334
Meghalaya,Jaintia Hills,3646.0,32.15,42.03333333333333,25.816666666666666
Meghalaya,North Garo Hills,3814.0,33.425,43.825,22.75
Meghalaya,Ri Bhoi,3647.0,36.95,40.78333333333333,22.266666666666666
Meghalaya,South Garo Hills,3814.0,33.425,43.825,22.75
Meghalaya,South West Garo Hills,3707.0,34.45,34.78,30.77
Meghalaya,South West Khasi Hills,3647.0,36.95,40.78333333333333,22.266666666666666
Meghalaya,West Garo Hills,3814.0,33.425,43.825,22.75
Meghalaya,West Khasi Hills,3647.0,36.95,40.78333333333333,22.266666666666666
Mizoram,Aizawl,4301.0,18.9375,19.0,10.6375
Mizoram,Champhai,4301.0,18.9375,19.0,10.6375
Mizoram,Kolasib,3665.0,32.4375,24.1625,16.175
Mizoram,Lawangtlai,3665.0,32.4375,24.1625,16.175
Mizoram,Lunglei,3665.0,32.4375,24.1625,16.175
Mizoram,Mamit,3665.0,32.4375,24.1625,16.175
Mizoram,Saiha,4301.0,18.9375,19.0,10.6375
Mizoram,Serchhip,4301.0,18.9375,19.0,10.6375
Nagaland,Dimapur,4276.0,23.8125,30.45,18.5125
Nagaland,Kiphire,4276.0,23.8125,30.45,18.5125
Nagaland,Kohima,4276.0,23.8125,30.45,18.5125
Nagaland,Longleng,4276.0,23.8125,30.45,18.5125
Nagaland,Mokokchung,4276.0,23.8125,30.45,18.5125
Nagaland,Mon,4276.0,23.8125,30.45,18.5125
Nagaland,Peren,4276.0,23.8125,30.45,18.5125
Nagaland,Phek,4276.0,23.8125,30.45,18.5125
Nagaland,Tuensang,4276.0,23.8125,30.45,18.5125
Nagaland,Wokha,4276.0,23.8125,30.45,18.5125
Nagaland,Zunheboto,4276.0,23.8125,30.45,18.5125
NCT of Delhi,West,7001.0,-9.0,-9.0,-9.0
Odisha,Anugul,3791.0,35.233333333333334,34.11666666666667,30.65
Odisha,Balangir,3770.0,46.15,29.25,24.6
Odisha,Baleshwar,6663.0,43.54,35.04,21.42
Odisha,Bargarh,3864.0,26.275,46.925,26.8
Odisha,Bauda,3830.0,42.1,38.375,19.525
Odisha,Bhadrak,6663.0,43.54,35.04,21.42
Odisha,Cuttack,6667.0,42.5625,36.2875,21.15
Odisha,Debagarh,3791.0,35.233333333333334,34.11666666666667,30.65
Odisha,Dhenkanal,3791.0,35.233333333333334,34.11666666666667,30.65
Odisha,Gajapati,6670.0,42.1,38.375,19.525
Odisha,Ganjam,3830.0,42.1,38.375,19.525
Odisha,Jagatsinghapur,6663.0,43.54,35.04,21.42
Odisha,Jajapur,6667.0,42.5625,36.2875,21.15
Odisha,Jharsuguda,3791.0,35.233333333333334,34.11666666666667,30.65
Odisha,Kalahandi,3770.0,46.15,29.25,24.6
Odisha,Kandhamal,3830.0,42.1,38.375,19.525
Odisha,Kendrapara,6663.0,43.54,35.04,21.42
Odisha,Kendujhar,3819.0,31.9,29.32,17.0
Odisha,Khordha,6667.0,42.5625,36.2875,21.15
Odisha,Koraput,3830.0,42.1,38.375,19.525
Odisha,Malkangiri,3769.0,46.15,29.25,24.6
Odisha,Mayurbhanj,3729.0,11.675,26.275,7.6
Odisha,Nabarangapur,3791.0,35.233333333333334,34.11666666666667,30.65
Odisha,Nayagarh,3830.0,42.1,38.375,19.525
Odisha,Nuapada,3770.0,46.15,29.25,24.6
Odisha,Puri,6667.0,42.5625,36.2875,21.15
Odisha,Rayagada,3830.0,42.1,38.375,19.525
Odisha,Sambalpur,3791.0,35.233333333333334,34.11666666666667,30.65
Odisha,Subarnapur,3864.0,26.275,46.925,26.8
Odisha,Sundargarh,3791.0,35.233333333333334,34.11666666666667,30.65
Puducherry,Karaikal,3754.0,41.8,30.7375,27.4625
Puducherry,Mahe,3844.0,52.38333333333333,21.833333333333332,25.783333333333335
Puducherry,Puducherry,3845.0,49.1125,21.5,29.3875
Puducherry,Yanam,3847.0,43.516666666666666,27.9,28.583333333333332
Punjab,Amritsar,3874.0,50.675,20.725,28.6
Punjab,Barnala,3874.0,50.675,20.725,28.6
Punjab,Bathinda,3878.0,52.375,19.7,27.925
Punjab,Faridkot,3878.0,52.375,19.7,27.925
Punjab,Fatehgarh Sahib,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Punjab,Fazilka,3878.0,52.375,19.7,27.925
Punjab,Firozpur,3874.0,50.675,20.725,28.6
Punjab,Gurdaspur,3874.0,50.675,20.725,28.6
Punjab,Hoshiarpur,3739.0,39.233333333333334,22.916666666666668,37.85
Punjab,Jalandhar,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Punjab,Kapurthala,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Punjab,Ludhiana,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Punjab,Mansa,3878.0,52.375,19.7,27.925
Punjab,Moga,3874.0,50.675,20.725,28.6
Punjab,Muktsar,3878.0,52.375,19.7,27.925
Punjab,Pathankot,3736.0,47.35,19.875,32.775
Punjab,Patiala,3874.0,50.675,20.725,28.6
Punjab,Rupnagar,3799.0,35.825,31.1,33.075
Punjab,Sahibzada Ajit Singh Nagar,3739.0,39.233333333333334,22.916666666666668,37.85
Punjab,Sangrur,3874.0,50.675,20.725,28.6
Punjab,Shahid Bhagat Singh Nagar,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Punjab,Tarn Taran,3874.0,50.675,20.725,28.6
Rajasthan,Ajmer,3677.0,42.9375,28.725,28.3375
Rajasthan,Alwar,3716.0,37.516666666666666,13.616666666666667,12.566666666666666
Rajasthan,Banswara,3859.0,27.833333333333332,42.21666666666667,29.95
Rajasthan,Baran,3861.0,14.2,32.45,17.05
Rajasthan,Barmer,3541.0,46.31,12.24,19.05
Rajasthan,Bharatpur,3686.0,34.55,12.583333333333334,16.566666666666666
Rajasthan,Bhilwara,3677.0,42.9375,28.725,28.3375
Rajasthan,Bikaner,3541.0,46.31,12.24,19.05
Rajasthan,Bundi,3861.0,14.2,32.45,17.05
Rajasthan,Chittaurgarh,3677.0,42.9375,28.725,28.3375
Rajasthan,Churu,3541.0,46.31,12.24,19.05
Rajasthan,Dausa,3677.0,42.9375,28.725,28.3375
Rajasthan,Dhaulpur,3686.0,34.55,12.583333333333334,16.566666666666666
Rajasthan,Dungarpur,3774.0,35.525,25.1625,12.0875
Rajasthan,Ganganagar,3541.0,46.31,12.24,19.05
Rajasthan,Hanumangarh,3541.0,46.31,12.24,19.05
Rajasthan,Jaipur,3677.0,42.9375,28.725,28.3375
Rajasthan,Jaisalmer,3541.0,46.31,12.24,19.05
Rajasthan,Jalor,6673.0,50.2,18.175,31.625
Rajasthan,Jhalawar,3861.0,14.2,32.45,17.05
Rajasthan,Jhunjhunun,3541.0,46.31,12.24,19.05
Rajasthan,Jodhpur,3541.0,46.31,12.24,19.05
Rajasthan,Karauli,3714.0,30.366666666666667,18.066666666666666,15.266666666666667
Rajasthan,Kota,3861.0,14.2,32.45,17.05
Rajasthan,Nagaur,6673.0,50.2,18.175,31.625
Rajasthan,Pali,6673.0,50.2,18.175,31.625
Rajasthan,Pratapgarh,3859.0,27.833333333333332,42.21666666666667,29.95
Rajasthan,Rajsamand,3677.0,42.9375,28.725,28.3375
Rajasthan,Sawai Madhopur,3677.0,42.9375,28.725,28.3375
Rajasthan,Sikar,3541.0,46.31,12.24,19.05
Rajasthan,Sirohi,6673.0,50.2,18.175,31.625
Rajasthan,Tonk,3677.0,42.9375,28.725,28.3375
Rajasthan,Udaipur,3716.0,37.516666666666666,13.616666666666667,12.566666666666666
Sikkim,East Sikkim,3662.0,39.36666666666667,32.083333333333336,28.55
Sikkim,North Sikkim,3717.0,12.35,2.8125,6.1625
Sikkim,South Sikkim,3662.0,39.36666666666667,32.083333333333336,28.55
Sikkim,West Sikkim,3662.0,39.36666666666667,32.083333333333336,28.55
Tamil Nadu,Ariyalur,3866.0,21.0,53.1,25.9
Tamil Nadu,Chennai,7001.0,-9.0,-9.0,-9.0
Tamil Nadu,Coimbatore,3814.0,33.425,43.825,22.75
Tamil Nadu,Cuddalore,3781.0,22.45,25.95,15.3
Tamil Nadu,Dharmapuri,3781.0,22.45,25.95,15.3
Tamil Nadu,Dindigul,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tamil Nadu,Erode,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tamil Nadu,Kancheepuram,3803.0,43.68333333333333,32.06666666666667,24.25
Tamil Nadu,Kanniyakumari,3817.0,39.125,38.0,22.875
Tamil Nadu,Karur,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tamil Nadu,Krishnagiri,3781.0,22.45,25.95,15.3
Tamil Nadu,Madurai,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tamil Nadu,Nagappattinam,3754.0,41.8,30.7375,27.4625
Tamil Nadu,Namakkal,3781.0,22.45,25.95,15.3
Tamil Nadu,Perambalur,3781.0,22.45,25.95,15.3
Tamil Nadu,Pudukkottai,3802.0,43.68333333333333,32.06666666666667,24.25
Tamil Nadu,Ramanathapuram,3844.0,52.38333333333333,21.833333333333332,25.783333333333335
Tamil Nadu,Salem,3781.0,22.45,25.95,15.3
Tamil Nadu,Sivaganga,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tamil Nadu,Thanjavur,3754.0,41.8,30.7375,27.4625
Tamil Nadu,The Nilgiris,3638.0,28.375,24.925,19.475
Tamil Nadu,Theni,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tamil Nadu,Thiruvallur,3803.0,43.68333333333333,32.06666666666667,24.25
Tamil Nadu,Thiruvarur,3754.0,41.8,30.7375,27.4625
Tamil Nadu,Thoothukkudi,3844.0,52.38333333333333,21.833333333333332,25.783333333333335
Tamil Nadu,Tiruchirappalli,3754.0,41.8,30.7375,27.4625
Tamil Nadu,Tirunelveli,3780.0,15.283333333333333,28.7,19.716666666666665
Tamil Nadu,Tiruppur,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tamil Nadu,Tiruvannamalai,3781.0,22.45,25.95,15.3
Tamil Nadu,Vellore,3781.0,22.45,25.95,15.3
Tamil Nadu,Viluppuram,3781.0,22.45,25.95,15.3
Tamil Nadu,Virudunagar,3859.0,27.833333333333332,42.21666666666667,29.95
Telangana,Adilabad,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Telangana,Hyderabad,7001.0,-9.0,-9.0,-9.0
Telangana,Karimnagar,3866.0,21.0,53.1,25.9
Telangana,Khammam,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Telangana,Mahbubnagar,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Telangana,Medak,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Telangana,Nalgonda,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Telangana,Nizamabad,3866.0,21.0,53.1,25.9
Telangana,Ranga Reddy,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Telangana,Warangal,3782.0,30.366666666666667,18.066666666666666,15.266666666666667
Tripura,Dhalai,3665.0,32.4375,24.1625,16.175
Tripura,Gomati,3665.0,32.4375,24.1625,16.175
Tripura,Khowai,3665.0,32.4375,24.1625,16.175
Tripura,North Tripura,3665.0,32.4375,24.1625,16.175
Tripura,Sipahijala,3636.0,40.5,35.3,24.2
Tripura,South Tripura,3636.0,40.5,35.3,24.2
Tripura,Unokoti,3701.0,32.61666666666667,26.633333333333333,40.75
Tripura,West Tripura,3636.0,40.5,35.3,24.2
Uttar Pradesh,Agra,3686.0,34.55,12.583333333333334,16.566666666666666
Uttar Pradesh,Aligarh,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Allahabad,3812.0,39.49166666666667,27.791666666666668,32.71666666666667
Uttar Pradesh,Ambedkar Nagar,3685.0,37.1,24.65,38.25
Uttar Pradesh,Amethi,3685.0,37.1,24.65,38.25
Uttar Pradesh,Amroha,3798.0,39.625,23.55,36.825
Uttar Pradesh,Auraiya,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Azamgarh,3685.0,37.1,24.65,38.25
Uttar Pradesh,Baghpat,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Bahraich,3685.0,37.1,24.65,38.25
Uttar Pradesh,Ballia,3685.0,37.1,24.65,38.25
Uttar Pradesh,Balrampur,3685.0,37.1,24.65,38.25
Uttar Pradesh,Banda,3772.0,23.525,45.2,31.275
Uttar Pradesh,Barabanki,3685.0,37.1,24.65,38.25
Uttar Pradesh,Bareilly,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Basti,3685.0,37.1,24.65,38.25
Uttar Pradesh,Bijnor,3851.0,36.06,37.65,26.29
Uttar Pradesh,Budaun,3798.0,39.625,23.55,36.825
Uttar Pradesh,Bulandshahr,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Chandauli,3812.0,39.49166666666667,27.791666666666668,32.71666666666667
Uttar Pradesh,Chitrakoot,3772.0,23.525,45.2,31.275
Uttar Pradesh,Deoria,3694.0,38.52,24.53,36.95
Uttar Pradesh,Etah,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Etawah,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Faizabad,3685.0,37.1,24.65,38.25
Uttar Pradesh,Farrukhabad,3798.0,39.625,23.55,36.825
Uttar Pradesh,Fatehpur,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Firozabad,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Gautam Buddha Nagar,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Ghaziabad,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Ghazipur,3685.0,37.1,24.65,38.25
Uttar Pradesh,Gonda,3685.0,37.1,24.65,38.25
Uttar Pradesh,Gorakhpur,3694.0,38.52,24.53,36.95
Uttar Pradesh,Hamirpur,3772.0,23.525,45.2,31.275
Uttar Pradesh,Hapur,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Hardoi,3685.0,37.1,24.65,38.25
Uttar Pradesh,Hathras,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Jalaun,3772.0,23.525,45.2,31.275
Uttar Pradesh,Jaunpur,3685.0,37.1,24.65,38.25
Uttar Pradesh,Jhansi,3772.0,23.525,45.2,31.275
Uttar Pradesh,Kannauj,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Kanpur Dehat,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Kanpur Nagar,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Kasganj,3798.0,39.625,23.55,36.825
Uttar Pradesh,Kaushambi,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Kushinagar,3685.0,37.1,24.65,38.25
Uttar Pradesh,Lakhimpur Kheri,3685.0,37.1,24.65,38.25
Uttar Pradesh,Lalitpur,3780.0,15.283333333333333,28.7,19.716666666666665
Uttar Pradesh,Lucknow,3685.0,37.1,24.65,38.25
Uttar Pradesh,Maharajganj,3685.0,37.1,24.65,38.25
Uttar Pradesh,Mahoba,3772.0,23.525,45.2,31.275
Uttar Pradesh,Mainpuri,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Mathura,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Mau,3685.0,37.1,24.65,38.25
Uttar Pradesh,Meerut,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Mirzapur,3812.0,39.49166666666667,27.791666666666668,32.71666666666667
Uttar Pradesh,Moradabad,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Muzaffarnagar,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Pilibhit,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Pratapgarh,3685.0,37.1,24.65,38.25
Uttar Pradesh,Rae Bareli,3685.0,37.1,24.65,38.25
Uttar Pradesh,Rampur,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Saharanpur,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Sambhal,3798.0,39.625,23.55,36.825
Uttar Pradesh,Sant Kabir Nagar,3685.0,37.1,24.65,38.25
Uttar Pradesh,Sant Ravi Das Nagar,3812.0,39.49166666666667,27.791666666666668,32.71666666666667
Uttar Pradesh,Shahjahanpur,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Shamli,3810.0,53.56666666666667,21.716666666666665,24.716666666666665
Uttar Pradesh,Shravasti,3685.0,37.1,24.65,38.25
Uttar Pradesh,Siddharth Nagar,3685.0,37.1,24.65,38.25
Uttar Pradesh,Sitapur,3685.0,37.1,24.65,38.25
Uttar Pradesh,Sonbhadra,3785.0,30.725,51.875,17.4
Uttar Pradesh,Sultanpur,3685.0,37.1,24.65,38.25
Uttar Pradesh,Unnao,3675.0,31.5625,14.65,26.5625
Uttar Pradesh,Varanasi,3812.0,39.49166666666667,27.791666666666668,32.71666666666667
Uttarakhand,Almora,3661.0,33.233333333333334,28.733333333333334,38.03333333333333
Uttarakhand,Bageshwar,3661.0,33.233333333333334,28.733333333333334,38.03333333333333
Uttarakhand,Chamoli,3717.0,12.35,2.8125,6.1625
Uttarakhand,Champawat,3661.0,33.233333333333334,28.733333333333334,38.03333333333333
Uttarakhand,Dehradun,3661.0,33.233333333333334,28.733333333333334,38.03333333333333
Uttarakhand,Garhwal,3661.0,33.233333333333334,28.733333333333334,38.03333333333333
Uttarakhand,Hardwar,3739.0,39.233333333333334,22.916666666666668,37.85
Uttarakhand,Nainital,3661.0,33.233333333333334,28.733333333333334,38.03333333333333
Uttarakhand,Pithoragarh,3717.0,12.35,2.8125,6.1625
Uttarakhand,Rudraprayag,3717.0,12.35,2.8125,6.1625
Uttarakhand,Tehri Garhwal,3661.0,33.233333333333334,28.733333333333334,38.03333333333333
Uttarakhand,Udham Singh Nagar,3851.0,36.06,37.65,26.29
Uttarakhand,Uttarkashi,3717.0,12.35,2.8125,6.1625
West Bengal,Alipurduar,3683.0,39.8,28.4875,31.7125
West Bengal,Bankura,3788.0,25.025,13.725,6.8
West Bengal,Barddhaman,3808.0,38.26,24.71,37.03
West Bengal,Birbhum,6666.0,35.233333333333334,34.11666666666667,30.65
West Bengal,Dakshin Dinajpur,3705.0,34.4375,41.9625,23.6
West Bengal,Darjiling,3639.0,30.016666666666666,26.466666666666665,25.366666666666667
West Bengal,Haora,3681.0,36.5125,24.7875,38.7
West Bengal,Hugli,3758.0,35.55,36.583333333333336,27.866666666666667
West Bengal,Jalpaiguri,3850.0,48.24,21.56,30.2
West Bengal,Koch Bihar,3703.0,32.375,24.825,42.8
West Bengal,Kolkata,7001.0,-9.0,-9.0,-9.0
West Bengal,Maldah,3682.0,37.88333333333333,23.2,38.916666666666664
West Bengal,Murshidabad,3808.0,38.26,24.71,37.03
West Bengal,Nadia,3709.0,34.025,33.625,32.35
West Bengal,North 24 Parganas,3762.0,30.7375,36.2875,32.975
West Bengal,Pashchim Medinipur,6668.0,37.94,23.16,17.12
West Bengal,Purba Medinipur,3762.0,30.7375,36.2875,32.975
West Bengal,Puruliya,3788.0,25.025,13.725,6.8
West Bengal,South 24 Parganas,3762.0,30.7375,36.2875,32.975
West Bengal,Uttar Dinajpur,3682.0,37.88333333333333,23.2,38.916666666666664
